facility_name,mfl_code,support_period,programs,mechanism_name,attribution_id
Mercy Mobile Clinic (Molo),15176,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sutyechun Dispensary,17103,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kiptororo Dispensary,16404,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapkein Dispensary,14709,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Mogotio Town Dispensary,20005,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kamar Dispensary,17098,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kewamoi Dispensary,16415,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Emining Health Centre,14446,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Modaan Clinic,18367,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sore Dispensary,15613,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tebei Dispensary,15712,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kerol Health Centre,14839,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sasimua Dispensary,20617,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Yatya Dispensary,15785,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kapkiamo Dispensary,14716,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Katibel Dispensary,14817,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tinet Dispensary,15728,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kiptagich Tegat Dispensary,14925,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Olkokwe Dispensary,15410,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sabor Dispensary,15506,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Chepakundi Dispensary,14328,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
lanet works medical centre,20961,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ayatya Dispensary,,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Aiyebo Dispensary,14193,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Eldume dispensary,17351,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kibiryokwonin Dispensary,17102,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Korao Dispensary,16391,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kimgorom Dispensary,20006,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kipkitur Dispensary,17091,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Tiloi Dispensary,,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kimoriot Dispensary,20471,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ngubereti Health Centre,15353,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kasiela Dispensary,14809,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Oldebes Dispensary,17090,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Atiar Dispensary,14220,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kipsaraman Dispensary,14912,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kiserian Dispensary,14941,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Keringet Sub County Hospital,14836,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sibilo Dispensary,15562,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Sirikwa Health Centre,17858,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Illinga'Rua Dispensary,14568,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Molo Medical Centre,15213,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Githiriga Dispensary,16394,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Kalabata Dispensary,17100,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Ikumbi Health Centre,14559,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
DR.finn/finesse,20953,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Murindoku Dispensary,17191,Q2,"FPRH,MCH,Nutrition",Afya Uzazi,2045430
Korokou Dispensary,14991,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Sinoko Dispensary (Bungoma East),16126,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Grassland Dispensary,14536,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chebororwa Health Centre,14301,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
FAO Dispensary,20454,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapchemogen Dispensary,14693,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Onoch Dispensary,20317,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kipsaiya Dispensary,14909,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Webuye Health Centre,16160,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Takaywa Dispensary,20362,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaptabuk Dispensary (Marakwet),14771,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kabalwat Dispensary,14605,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Weonia Dispensary,15777,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapkitony Dispesary,14719,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
St Ursula Dispensary,15669,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Malaba Dispensary,15993,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaptoror Dispensary,17254,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Eldoret Rapha Medical Centre,18669,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Angurai Health Centre,15800,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Sabor Forest Dispensary,17890,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kimoloi Dispensary,16334,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Cheplaskei Dispensary,14354,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chesubet Dispensary,14388,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Meibeki Dispensary,15169,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Rimoi Dispensary,15485,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Jaggery Medical Clinic,16709,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Tenderwa dispensary,21082,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kalwal Dispensary,14664,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kacheliba District Hospital,14634,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Matunda sub county Hospital,16364,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Busia District Hospital,15834,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Mayenje Dispensary,,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaptalelio Dispensary,15924,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kiptulos Dispensary,14931,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kabichbich Health Centre,14615,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Nabkoi Dispensary,15268,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Turkwel Health Centre,15755,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaptarakwa S.C Hospital,14776,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Arror Health Centre,14216,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapkoi Health Centre,14720,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Bumala A Health Centre,15823,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kokwongoi Dispensary,18204,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Mubwekas Medical Clinic,18127,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chuiyat Dispensary,14389,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Masol Dispensary,17108,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Namarambi Dispensary,21771,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Maina Dispensary,15110,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Suwerwa Health Centre,15692,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Eldoret Airport Dispensary,14434,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kuinet Dispensary,14999,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Parayon Dispensary,18162,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Maron-Marichor Dispensary,15142,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kwanza Sub County Hospital,15003,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Namwaya Clinic,16071,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapsang'ar Dispensary,18148,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Bumala B Health Centre,15824,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
West Health Centre,15779,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Bondeni Dispensary (Trans Nzoia West),14264,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kamuneru Dispensary,15919,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kiminini Cottage Hospital,14872,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chebulbai Dispensary,14303,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Flax Dispensary,14499,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapchebar Dispensary,14690,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chemworemwo Dispensary,18583,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Matayos Health Centre,16004,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Pserum Dispensary,16704,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chemasiri (ACK) Dispensary,15853,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
GK Prisons Dispensary (Busia),15891,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
AFYA BORA Medical Clinic,21165,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Rukala Model Health Centre,16095,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Webuye Hospital,16161,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kauriong Dispensary,14820,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
GK Prisons Dispensary (Ngeria),14524,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kimoning Dispensary,14879,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Lurare Dispensary,15976,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaplelach Tumoge,14737,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Ongata Dispensary,15437,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kararia Dispensary,17810,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Sinonin Dispensary,17240,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Milo Health Centre,16018,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaplelach Chepyakwai,14736,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Munongo Dispensary,16043,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Sambut Dispensary,15525,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Lelmolok Nursing Home,16337,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Pioneer Health Centre,15463,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kipsigak Health Centre,14915,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kipkenyo Dispensary,14898,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kiplombe AIC Dispensary,14904,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Biretwa Model Heath Center,14256,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Changach Barak Dispensary,14286,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Konyao Dispensary,14988,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
St Jude Catholic Dispensary,17252,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapkessum Dispensary,17284,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapngetuny Dispensary,14744,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kalemung'orok Dispensary,20356,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Itigo Dispensary,14587,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Elite Medical Clinic (Bungoma East),18031,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Cherangany Sub County Hospital,14379,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Lingwai Dispensary,15038,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Nasira Dispensary,19887,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Bokoli Hospital,15808,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Bwayi Dispensary,19756,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapterit  Dispensary,,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Sacha Health Centre,16099,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Bumutiru Dispensary,15826,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chepsiro Dispensary,14363,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Segut Dispensary,15539,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Cheptobot Dispensary,14372,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Sisenye Dispensary,16131,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Akichelesit Dispensary,15792,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
AAR Eldoret,18178,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Cheptiangwa Dispensary,20329,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Moding Health Centre,16021,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kitalale Dispensary,14946,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chebaiwa Dispensary,14288,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Alale Health Centre,16367,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
SOS Medical Clinic (Eldoret East),17945,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Cheboin Dispensary,20060,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaparon Health Centre,16335,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Mafubu Dispensary,21058,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Baharini Dispensary,21238,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Sigor Sub District Hospital,15564,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chepareria (SDA) Dispensary,14329,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Geta Dispensary,14506,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Moi University Health Centre,15205,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaibei Dispensary,14639,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Orolwo Dispensary,16370,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Rapha Medical Centre,15479,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kamogo Health Centre,14674,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Wiyeta Dispensary,15783,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Bwena Dipensary,14277,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chepchoina Dispensary,14332,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Twiga Dispensary,16351,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Moiben Health Centre,15206,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kimuren Dispensary,14884,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
St Raphael Dispensary,18515,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Sergoit Health Centre (Keiyo),15554,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kanyarkwat Dispensary,14689,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Misikhu Main Medical Clinic,19950,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapsiw  Dispensary,,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Racecourse Hospital,19990,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Cheptongei Health Centre,14373,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Osieko Dispensary,17680,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Sugoi B Dispensary,15680,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chepkero Dispensary,14340,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Fluorspar Health Centre,14500,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kolongolo C.M Dispensary,14981,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Songeto Dispensary,15610,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Jabali Dispensary,17222,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Bokoli Base Clinic,,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapchesewes Dispensary,,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chebiemit Subcounty Hospital,14294,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chagaiya Dispensary,14284,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Tamkal Dispensary,15704,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kibagenge Dispensary,14848,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapteren Health Centre,14781,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Tarakwa Dispensary (Eldoret West),15709,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chesra  Dispensary,21928,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Mt Elgon District Hospital,16025,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Endebess Sub County Hospital,14455,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
PARAYWA DISPENSARY,20367,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Lelmokwo Dispensary,15022,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Moi's Bridge Health Centre,15209,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Mt Zion Mission Medical Clinic,17568,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Epkee Dispensary,17281,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapsait Dispensary,17043,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kanyerus Dispensary,20084,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Sambocho Health Centre,,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kacheliba Mobile Clinic,14635,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Burumba Dispensary,,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Starlight Mti Moja,16358,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaptama (Friends) Health Centre,15925,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaptabuk Dispensary,14772,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Moi's Bridge Catholic,15208,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chororget Dispensary,17282,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Ngeria South Dispensary,15345,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Ngelel Tarit Dispensary,17829,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Barsombe Dispensary,14239,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapsoya Health Centre,14769,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chemororoch Dispensary,20868,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapsait Dispensary,14750,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Assumption Sisters Dispensary,14218,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kodich Dispensary,14962,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Ywalateke Dispensary,15786,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapteldon Health Centre,14779,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
State Lodge Dispensary,15674,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Birunda (Lyavo Project) Clinic,14258,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapcherop Health centre,14695,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Mogoon Dispensary,15196,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Tabare Dispensary,15695,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Nachecheyet Dispensary,15269,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Keiyo Dispensary,19752,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kabobo Health Centre,14624,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Murgor Hills Dispensary,15254,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kapkoi Disp,17417,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kitale Mobile Clinic,14948,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chepngoror Dispensary,14355,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kabulwo Dispensary,14631,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kiminini Health Centre,16362,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kiwawa GOK Dispensary,20083,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Simotwo  Dispensary (Keiyo),15578,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chepkono Dispensary,20330,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chepareria Sub District Hospital,14330,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Chesinende Dispensary,18582,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Busagwa Dispensary,21037,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Parua Dispensary,17048,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaptumo Dispensary,14791,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Bidii Health Centre,18532,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Elgon View Hospital,14438,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Port Victoria Hospital,16091,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Naramam Dispensary,17300,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Motosiet Dispensary,15234,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Changara (GOK) Dispensary,16421,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Baraka Medical Clinic,17426,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kaptiony Dispensary (Marakwet),14786,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Kibendo Health Centre,,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
Benon Dispensary,16695,"Q1, Q2","FPRH,MCH,Nutrition,Training",AMPATH Plus,290959
